sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
21810;SDS011;11067;48.788;9.208;2020-10-11T00:01:11;37.57;;;6.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:03:37;5.53;;;3.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:06:03;5.57;;;3.23;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:08:29;4.83;;;3.00;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:10:54;5.43;;;3.17;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:13:20;5.73;;;3.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:15:46;4.60;;;2.90;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:18:11;3.62;;;2.60;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:20:37;7.10;;;2.90;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:23:03;4.70;;;2.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:25:29;3.53;;;2.90;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:27:55;5.20;;;2.72;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:30:21;7.07;;;3.33;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:32:47;4.60;;;2.85;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:35:12;4.80;;;3.03;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:37:38;5.03;;;2.92;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:40:04;7.35;;;3.35;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:42:31;4.97;;;3.08;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:44:57;4.20;;;3.10;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:47:23;5.10;;;3.65;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:49:49;8.35;;;4.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:52:14;7.63;;;5.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:54:40;8.03;;;5.50;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:57:06;10.45;;;6.18;;
21810;SDS011;11067;48.788;9.208;2020-10-11T00:59:35;8.88;;;5.85;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:02:03;10.23;;;5.60;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:04:29;8.10;;;5.97;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:06:56;7.90;;;5.50;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:09:33;8.70;;;5.75;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:12:01;8.52;;;6.00;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:14:29;8.43;;;5.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:16:55;6.63;;;5.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:19:21;8.77;;;5.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:21:47;8.80;;;6.17;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:24:13;8.98;;;6.47;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:26:42;8.90;;;6.47;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:29:19;9.02;;;6.45;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:31:46;7.95;;;6.30;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:34:13;8.82;;;6.53;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:36:39;11.23;;;6.50;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:39:07;10.25;;;6.62;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:41:47;9.60;;;6.72;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:44:13;9.80;;;6.65;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:46:39;9.80;;;6.47;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:49:23;8.50;;;6.43;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:51:52;12.98;;;6.30;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:54:19;7.60;;;5.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:56:46;7.43;;;5.73;;
21810;SDS011;11067;48.788;9.208;2020-10-11T01:59:12;10.50;;;6.15;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:01:41;7.72;;;5.95;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:04:08;7.82;;;6.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:06:34;7.93;;;6.50;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:09:01;7.97;;;6.87;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:14:52;8.48;;;7.07;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:17:18;8.75;;;6.75;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:19:48;11.43;;;7.87;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:22:15;8.63;;;7.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:24:41;9.57;;;7.57;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:27:07;10.27;;;7.40;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:29:33;8.95;;;7.40;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:31:59;9.43;;;7.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:34:26;10.50;;;7.07;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:36:51;9.90;;;6.97;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:39:30;8.40;;;6.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:41:57;8.57;;;6.60;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:44:24;9.27;;;7.12;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:46:50;8.77;;;6.90;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:49:17;8.98;;;7.03;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:51:46;8.27;;;6.87;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:54:12;9.15;;;7.00;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:56:38;9.10;;;7.15;;
21810;SDS011;11067;48.788;9.208;2020-10-11T02:59:06;8.55;;;7.25;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:04:17;9.95;;;7.60;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:06:43;9.05;;;7.62;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:17:10;8.98;;;6.93;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:19:43;9.67;;;7.30;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:22:15;9.07;;;7.20;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:24:42;8.35;;;7.37;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:27:07;7.60;;;6.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:29:33;7.57;;;6.73;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:31:58;9.00;;;7.77;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:34:24;9.90;;;7.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:36:53;8.80;;;7.73;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:39:20;9.43;;;7.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:41:46;10.33;;;8.07;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:44:13;8.63;;;7.07;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:46:39;9.15;;;7.32;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:49:06;8.55;;;6.55;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:51:33;7.45;;;6.62;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:53:59;8.43;;;6.43;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:56:28;9.27;;;6.27;;
21810;SDS011;11067;48.788;9.208;2020-10-11T03:58:55;8.07;;;6.80;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:01:21;7.20;;;6.25;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:03:48;11.13;;;6.70;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:06:14;8.65;;;6.25;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:08:41;6.70;;;6.00;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:11:14;7.40;;;5.72;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:13:42;7.90;;;6.03;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:16:10;6.30;;;5.30;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:18:37;6.20;;;5.50;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:21:04;8.15;;;5.65;;
21810;SDS011;11067;48.788;9.208;2020-10-11T04:23:31;7.85;;;5.37;;
