timestamp;sensor_id;lon;lat;P1;P2;precipitation;temperature;humidity;pressure;wind_speed;wind_deg
2020-10-01 00:00:00;13083;9.195;48.78;195.8;68.44;0.0;10.9;92.0;973.5;2.1;150
2020-10-01 01:00:00;13083;9.195;48.78;195.9;69.25;0.0;10.4;95.0;973.0;1.0;140
2020-10-01 02:00:00;13083;9.195;48.78;198.0;71.2;0.0;9.6;97.0;972.0;1.7;140
2020-10-01 03:00:00;13083;9.195;48.78;200.1;73.1;0.0;9.4;97.0;971.5;2.2;150
2020-10-01 04:00:00;13083;9.195;48.78;202.6;74.56;0.0;9.4;96.0;971.0;2.0;150
2020-10-01 05:00:00;13083;9.195;48.78;205.0;75.7;0.0;9.2;96.0;970.5;2.8;150
2020-10-01 06:00:00;13083;9.195;48.78;208.1;75.9;0.0;9.1;97.0;970.0;3.0;150
2020-10-01 07:00:00;13083;9.195;48.78;212.1;76.4;0.0;10.8;92.0;970.0;2.9;150
2020-10-01 08:00:00;13083;9.195;48.78;219.9;77.25;0.0;11.8;86.0;969.0;3.2;140
2020-10-01 09:00:00;13083;9.195;48.78;225.8;77.3;0.0;13.9;79.0;969.0;3.6;140
2020-10-01 10:00:00;13083;9.195;48.78;227.9;77.56;0.0;16.6;71.0;968.5;3.7;140
2020-10-01 11:00:00;13083;9.195;48.78;229.0;78.44;0.0;17.3;63.0;968.5;3.8;170
2020-10-01 12:00:00;13083;9.195;48.78;225.2;75.06;0.0;18.1;58.0;967.5;3.7;180
2020-10-01 13:00:00;13083;9.195;48.78;226.9;77.1;0.0;18.0;59.0;967.5;3.0;190
2020-10-01 14:00:00;13083;9.195;48.78;222.8;74.94;0.0;18.4;62.0;967.0;2.8;170
2020-10-01 15:00:00;13083;9.195;48.78;222.1;72.8;0.0;17.7;67.0;967.0;2.0;200
2020-10-01 16:00:00;13083;9.195;48.78;216.4;70.0;0.1;16.6;67.0;967.0;2.6;230
2020-10-01 17:00:00;13083;9.195;48.78;212.5;68.56;0.0;15.5;74.0;967.5;2.8;240
2020-10-01 18:00:00;13083;9.195;48.78;208.9;67.25;0.0;15.2;73.0;967.5;1.6;210
