timestamp;sensor_id;lon;lat;P1;P2;precipitation;temperature;humidity;pressure;wind_speed;wind_deg
2020-10-01 00:00:00;21810;9.21;48.78;20.05;16.4;0.0;10.9;92.0;973.5;2.1;150
2020-10-01 01:00:00;21810;9.21;48.78;30.28;23.12;0.0;10.4;95.0;973.0;1.0;140
2020-10-01 02:00:00;21810;9.21;48.78;35.25;26.44;0.0;9.6;97.0;972.0;1.7;140
2020-10-01 03:00:00;21810;9.21;48.78;42.5;30.3;0.0;9.4;97.0;971.5;2.2;150
2020-10-01 04:00:00;21810;9.21;48.78;50.1;33.2;0.0;9.4;96.0;971.0;2.0;150
2020-10-01 05:00:00;21810;9.21;48.78;44.6;30.08;0.0;9.2;96.0;970.5;2.8;150
2020-10-01 06:00:00;21810;9.21;48.78;35.66;24.28;0.0;9.1;97.0;970.0;3.0;150
2020-10-01 07:00:00;21810;9.21;48.78;30.8;22.16;0.0;10.8;92.0;970.0;2.9;150
2020-10-01 08:00:00;21810;9.21;48.78;23.55;17.53;0.0;11.8;86.0;969.0;3.2;140
2020-10-01 09:00:00;21810;9.21;48.78;16.73;12.42;0.0;13.9;79.0;969.0;3.6;140
2020-10-01 10:00:00;21810;9.21;48.78;10.31;7.52;0.0;16.6;71.0;968.5;3.7;140
2020-10-01 11:00:00;21810;9.21;48.78;8.57;5.957;0.0;17.3;63.0;968.5;3.8;170
2020-10-01 12:00:00;21810;9.21;48.78;8.02;5.617;0.0;18.1;58.0;967.5;3.7;180
2020-10-01 13:00:00;21810;9.21;48.78;8.44;5.434;0.0;18.0;59.0;967.5;3.0;190
2020-10-01 14:00:00;21810;9.21;48.78;7.88;5.133;0.0;18.4;62.0;967.0;2.8;170
2020-10-01 15:00:00;21810;9.21;48.78;6.68;4.695;0.0;17.7;67.0;967.0;2.0;200
2020-10-01 16:00:00;21810;9.21;48.78;6.293;3.945;0.1;16.6;67.0;967.0;2.6;230
2020-10-01 17:00:00;21810;9.21;48.78;5.57;3.402;0.0;15.5;74.0;967.5;2.8;240
2020-10-01 18:00:00;21810;9.21;48.78;4.16;2.623;0.0;15.2;73.0;967.5;1.6;210
2020-10-01 19:00:00;21810;9.21;48.78;2.775;2.004;0.0;14.7;74.0;967.5;1.7;210
2020-10-01 20:00:00;21810;9.21;48.78;2.898;1.788;0.0;14.0;74.0;967.5;1.7;210
2020-10-01 21:00:00;21810;9.21;48.78;2.426;1.6875;0.0;13.4;77.0;967.5;2.3;180
2020-10-01 22:00:00;21810;9.21;48.78;3.297;2.277;0.0;12.8;79.0;967.0;1.6;160
2020-10-01 23:00:00;21810;9.21;48.78;3.15;2.096;0.0;12.1;83.0;966.0;2.9;170
2020-10-02 00:00:00;21810;9.21;48.78;3.275;2.18;0.0;12.3;83.0;965.0;3.5;160
2020-10-02 01:00:00;21810;9.21;48.78;2.943;2.072;0.0;12.1;85.0;964.5;2.0;130
2020-10-02 02:00:00;21810;9.21;48.78;5.68;3.52;0.0;11.6;88.0;963.5;1.9;130
2020-10-02 03:00:00;21810;9.21;48.78;6.99;4.832;0.0;11.2;89.0;962.5;1.1;110
2020-10-02 04:00:00;21810;9.21;48.78;9.35;5.414;0.0;11.4;89.0;962.0;1.3;130
2020-10-02 05:00:00;21810;9.21;48.78;9.44;5.438;0.0;11.2;90.0;961.0;1.0;120
2020-10-02 06:00:00;21810;9.21;48.78;8.414;4.645;0.0;11.4;89.0;960.5;1.2;140
2020-10-02 07:00:00;21810;9.21;48.78;11.23;7.23;0.0;12.5;88.0;960.0;1.3;60
2020-10-02 08:00:00;21810;9.21;48.78;6.277;3.91;0.0;13.5;82.0;959.0;2.6;100
2020-10-02 09:00:00;21810;9.21;48.78;5.68;3.55;0.0;15.0;71.0;958.0;4.6;110
2020-10-02 10:00:00;21810;9.21;48.78;8.25;5.242;0.0;18.2;61.0;956.5;5.9;100
2020-10-02 11:00:00;21810;9.21;48.78;7.215;4.95;0.0;19.0;57.0;955.5;5.3;110
2020-10-02 12:00:00;21810;9.21;48.78;7.25;5.09;0.0;19.9;54.0;954.5;4.8;110
2020-10-02 13:00:00;21810;9.21;48.78;7.113;4.92;0.0;19.2;58.0;954.0;5.4;110
2020-10-02 14:00:00;21810;9.21;48.78;7.105;4.723;0.0;18.5;58.0;953.0;6.5;110
2020-10-02 15:00:00;21810;9.21;48.78;7.04;4.89;0.0;18.1;62.0;952.5;5.8;110
2020-10-02 16:00:00;21810;9.21;48.78;6.656;4.582;0.0;17.7;64.0;952.0;5.5;100
2020-10-02 17:00:00;21810;9.21;48.78;8.47;5.195;0.0;17.1;66.0;952.0;4.8;100
2020-10-02 18:00:00;21810;9.21;48.78;7.86;5.246;0.0;17.2;65.0;951.5;4.3;110
2020-10-02 19:00:00;21810;9.21;48.78;10.21;6.96;0.0;17.0;65.0;951.0;3.7;110
2020-10-02 20:00:00;21810;9.21;48.78;11.7;7.848;0.0;16.3;68.0;951.0;2.7;100
2020-10-02 21:00:00;21810;9.21;48.78;11.81;8.4;0.0;16.7;66.0;951.0;1.8;110
2020-10-02 22:00:00;21810;9.21;48.78;10.484;7.465;0.0;15.8;69.0;951.0;1.2;120
2020-10-02 23:00:00;21810;9.21;48.78;11.5;7.766;0.0;15.9;69.0;951.5;1.6;280
2020-10-03 00:00:00;21810;9.21;48.78;8.78;5.664;0.0;14.9;73.0;951.0;1.5;260
2020-10-03 01:00:00;21810;9.21;48.78;7.297;4.887;0.0;14.2;77.0;951.0;2.8;270
2020-10-03 02:00:00;21810;9.21;48.78;8.28;6.062;0.0;14.2;77.0;951.5;4.3;280
2020-10-03 03:00:00;21810;9.21;48.78;11.16;8.97;0.0;13.4;86.0;951.5;5.4;300
2020-10-03 04:00:00;21810;9.21;48.78;11.75;9.34;0.0;13.0;87.0;952.0;5.8;300
2020-10-03 05:00:00;21810;9.21;48.78;6.258;4.45;0.0;12.7;89.0;952.0;4.8;300
2020-10-03 06:00:00;21810;9.21;48.78;1.903;0.9585;0.0;12.2;84.0;953.0;4.9;300
2020-10-03 07:00:00;21810;9.21;48.78;2.162;0.8677;0.0;12.5;77.0;954.0;4.0;300
2020-10-03 08:00:00;21810;9.21;48.78;2.027;0.8013;0.0;12.4;76.0;954.5;4.9;290
2020-10-03 09:00:00;21810;9.21;48.78;1.302;0.6255;0.0;11.9;78.0;956.0;4.4;290
2020-10-03 10:00:00;21810;9.21;48.78;1.146;0.5723;0.8;10.1;88.0;957.0;3.6;280
2020-10-03 11:00:00;21810;9.21;48.78;2.484;1.122;0.0;9.6;82.0;959.0;4.1;250
2020-10-03 12:00:00;21810;9.21;48.78;2.719;1.547;2.8;9.1;90.0;958.5;1.8;210
