timestamp;sensor_id;lon;lat;P1;P2;precipitation;temperature;humidity;pressure;wind_speed;wind_deg
2020-10-01 00:00:00;12441;9.22;48.8;16.5;13.47;0.0;10.9;92.0;973.5;2.1;150
2020-10-01 01:00:00;12441;9.22;48.8;20.27;16.62;0.0;10.4;95.0;973.0;1.0;140
2020-10-01 02:00:00;12441;9.22;48.8;24.42;19.22;0.0;9.6;97.0;972.0;1.7;140
2020-10-01 03:00:00;12441;9.22;48.8;28.58;21.33;0.0;9.4;97.0;971.5;2.2;150
2020-10-01 04:00:00;12441;9.22;48.8;30.06;21.48;0.0;9.4;96.0;971.0;2.0;150
2020-10-01 05:00:00;12441;9.22;48.8;31.0;21.5;0.0;9.2;96.0;970.5;2.8;150
2020-10-01 06:00:00;12441;9.22;48.8;27.7;19.86;0.0;9.1;97.0;970.0;3.0;150
2020-10-01 07:00:00;12441;9.22;48.8;22.06;16.6;0.0;10.8;92.0;970.0;2.9;150
2020-10-01 08:00:00;12441;9.22;48.8;17.78;13.91;0.0;11.8;86.0;969.0;3.2;140
2020-10-01 09:00:00;12441;9.22;48.8;14.375;11.375;0.0;13.9;79.0;969.0;3.6;140
2020-10-01 10:00:00;12441;9.22;48.8;9.54;7.53;0.0;16.6;71.0;968.5;3.7;140
2020-10-01 11:00:00;12441;9.22;48.8;6.902;5.363;0.0;17.3;63.0;968.5;3.8;170
2020-10-01 12:00:00;12441;9.22;48.8;7.395;5.516;0.0;18.1;58.0;967.5;3.7;180
2020-10-01 13:00:00;12441;9.22;48.8;6.67;5.043;0.0;18.0;59.0;967.5;3.0;190
2020-10-01 14:00:00;12441;9.22;48.8;6.582;4.742;0.0;18.4;62.0;967.0;2.8;170
2020-10-01 15:00:00;12441;9.22;48.8;6.098;4.33;0.0;17.7;67.0;967.0;2.0;200
2020-10-01 16:00:00;12441;9.22;48.8;5.25;3.615;0.1;16.6;67.0;967.0;2.6;230
2020-10-01 17:00:00;12441;9.22;48.8;5.062;3.648;0.0;15.5;74.0;967.5;2.8;240
2020-10-01 18:00:00;12441;9.22;48.8;4.957;3.414;0.0;15.2;73.0;967.5;1.6;210
2020-10-01 19:00:00;12441;9.22;48.8;3.566;2.355;0.0;14.7;74.0;967.5;1.7;210
2020-10-01 20:00:00;12441;9.22;48.8;6.95;4.434;0.0;14.0;74.0;967.5;1.7;210
2020-10-01 21:00:00;12441;9.22;48.8;5.668;3.451;0.0;13.4;77.0;967.5;2.3;180
2020-10-01 22:00:00;12441;9.22;48.8;5.746;3.88;0.0;12.8;79.0;967.0;1.6;160
2020-10-01 23:00:00;12441;9.22;48.8;6.07;3.984;0.0;12.1;83.0;966.0;2.9;170
2020-10-02 00:00:00;12441;9.22;48.8;6.504;4.055;0.0;12.3;83.0;965.0;3.5;160
2020-10-02 01:00:00;12441;9.22;48.8;6.137;4.008;0.0;12.1;85.0;964.5;2.0;130
2020-10-02 02:00:00;12441;9.22;48.8;5.258;3.31;0.0;11.6;88.0;963.5;1.9;130
2020-10-02 03:00:00;12441;9.22;48.8;3.133;2.154;0.0;11.2;89.0;962.5;1.1;110
2020-10-02 04:00:00;12441;9.22;48.8;4.65;3.332;0.0;11.4;89.0;962.0;1.3;130
2020-10-02 05:00:00;12441;9.22;48.8;4.523;2.838;0.0;11.2;90.0;961.0;1.0;120
2020-10-02 06:00:00;12441;9.22;48.8;5.332;3.525;0.0;11.4;89.0;960.5;1.2;140
2020-10-02 07:00:00;12441;9.22;48.8;7.977;5.816;0.0;12.5;88.0;960.0;1.3;60
2020-10-02 08:00:00;12441;9.22;48.8;5.094;3.275;0.0;13.5;82.0;959.0;2.6;100
2020-10-02 09:00:00;12441;9.22;48.8;3.943;2.889;0.0;15.0;71.0;958.0;4.6;110
2020-10-02 10:00:00;12441;9.22;48.8;5.09;3.889;0.0;18.2;61.0;956.5;5.9;100
2020-10-02 11:00:00;12441;9.22;48.8;5.56;4.16;0.0;19.0;57.0;955.5;5.3;110
2020-10-02 12:00:00;12441;9.22;48.8;5.39;4.062;0.0;19.9;54.0;954.5;4.8;110
2020-10-02 13:00:00;12441;9.22;48.8;5.055;3.844;0.0;19.2;58.0;954.0;5.4;110
2020-10-02 14:00:00;12441;9.22;48.8;5.156;3.838;0.0;18.5;58.0;953.0;6.5;110
2020-10-02 15:00:00;12441;9.22;48.8;5.68;3.615;0.0;18.1;62.0;952.5;5.8;110
2020-10-02 16:00:00;12441;9.22;48.8;5.26;3.615;0.0;17.7;64.0;952.0;5.5;100
2020-10-02 17:00:00;12441;9.22;48.8;5.668;3.96;0.0;17.1;66.0;952.0;4.8;100
2020-10-02 18:00:00;12441;9.22;48.8;6.562;4.633;0.0;17.2;65.0;951.5;4.3;110
2020-10-02 19:00:00;12441;9.22;48.8;8.55;6.52;0.0;17.0;65.0;951.0;3.7;110
2020-10-02 20:00:00;12441;9.22;48.8;10.3;7.594;0.0;16.3;68.0;951.0;2.7;100
2020-10-02 21:00:00;12441;9.22;48.8;11.18;7.754;0.0;16.7;66.0;951.0;1.8;110
2020-10-02 22:00:00;12441;9.22;48.8;10.805;7.723;0.0;15.8;69.0;951.0;1.2;120
2020-10-02 23:00:00;12441;9.22;48.8;9.58;6.957;0.0;15.9;69.0;951.5;1.6;280
2020-10-03 00:00:00;12441;9.22;48.8;8.93;6.633;0.0;14.9;73.0;951.0;1.5;260
2020-10-03 01:00:00;12441;9.22;48.8;6.58;4.71;0.0;14.2;77.0;951.0;2.8;270
2020-10-03 02:00:00;12441;9.22;48.8;7.105;5.406;0.0;14.2;77.0;951.5;4.3;280
2020-10-03 03:00:00;12441;9.22;48.8;9.625;7.58;0.0;13.4;86.0;951.5;5.4;300
2020-10-03 04:00:00;12441;9.22;48.8;9.234;7.465;0.0;13.0;87.0;952.0;5.8;300
2020-10-03 05:00:00;12441;9.22;48.8;7.145;5.203;0.0;12.7;89.0;952.0;4.8;300
2020-10-03 06:00:00;12441;9.22;48.8;1.34;0.65;0.0;12.2;84.0;953.0;4.9;300
2020-10-03 07:00:00;12441;9.22;48.8;1.281;0.589;0.0;12.5;77.0;954.0;4.0;300
2020-10-03 08:00:00;12441;9.22;48.8;1.052;0.5435;0.0;12.4;76.0;954.5;4.9;290
2020-10-03 09:00:00;12441;9.22;48.8;1.274;0.6606;0.0;11.9;78.0;956.0;4.4;290
2020-10-03 10:00:00;12441;9.22;48.8;1.331;0.6943;0.8;10.1;88.0;957.0;3.6;280
2020-10-03 11:00:00;12441;9.22;48.8;2.602;0.644;0.0;9.6;82.0;959.0;4.1;250
2020-10-03 12:00:00;12441;9.22;48.8;5.17;3.174;2.8;9.1;90.0;958.5;1.8;210
2020-10-03 13:00:00;12441;9.22;48.8;1.896;1.192;0.1;10.2;90.0;958.5;2.6;150
2020-10-03 14:00:00;12441;9.22;48.8;1.837;1.293;0.0;14.2;70.0;958.5;2.1;160
2020-10-03 15:00:00;12441;9.22;48.8;1.609;1.028;0.0;14.7;61.0;958.0;2.6;170
2020-10-03 16:00:00;12441;9.22;48.8;3.32;2.04;0.0;13.9;65.0;957.5;2.9;140
2020-10-03 17:00:00;12441;9.22;48.8;3.229;1.836;0.0;12.4;76.0;957.5;3.7;140
2020-10-03 18:00:00;12441;9.22;48.8;10.09;6.582;0.0;11.5;80.0;957.5;3.3;130
2020-10-03 19:00:00;12441;9.22;48.8;8.59;5.703;0.0;10.9;82.0;957.5;3.2;150
2020-10-03 20:00:00;12441;9.22;48.8;11.836;7.652;0.0;9.9;83.0;957.5;4.7;160
2020-10-03 21:00:00;12441;9.22;48.8;8.234;5.625;0.0;9.5;84.0;958.0;5.2;150
2020-10-03 22:00:00;12441;9.22;48.8;5.105;4.074;0.0;9.0;85.0;957.5;4.6;150
2020-10-03 23:00:00;12441;9.22;48.8;7.45;4.727;0.0;8.8;84.0;957.5;4.1;160
2020-10-04 00:00:00;12441;9.22;48.8;5.37;3.494;0.0;9.9;73.0;958.0;3.5;160
2020-10-04 01:00:00;12441;9.22;48.8;3.06;2.242;0.5;8.8;86.0;958.0;3.5;160
2020-10-04 02:00:00;12441;9.22;48.8;1.858;1.092;0.0;8.9;85.0;958.0;3.7;150
2020-10-04 03:00:00;12441;9.22;48.8;0.79;0.4026;0.0;11.4;69.0;958.0;3.5;170
2020-10-04 04:00:00;12441;9.22;48.8;0.7954;0.3682;0.0;11.2;69.0;958.5;2.8;180
2020-10-04 05:00:00;12441;9.22;48.8;0.9917;0.4705;0.0;10.5;72.0;959.5;3.0;170
2020-10-04 06:00:00;12441;9.22;48.8;0.77;0.3025;0.0;11.1;67.0;960.5;2.6;190
2020-10-04 07:00:00;12441;9.22;48.8;1.265;0.5757;0.0;11.4;60.0;962.0;5.2;220
2020-10-04 08:00:00;12441;9.22;48.8;2.242;0.774;0.0;12.5;57.0;962.5;5.3;220
