timestamp;sensor_id;lon;lat;P1;P2;precipitation;temperature;humidity;pressure;wind_speed;wind_deg
2020-10-01 00:00:00;30030;9.17;48.78;16.95;12.86;0.0;10.9;92.0;973.5;2.1;150
2020-10-01 01:00:00;30030;9.17;48.78;16.08;12.07;0.0;10.4;95.0;973.0;1.0;140
2020-10-01 02:00:00;30030;9.17;48.78;16.66;12.445;0.0;9.6;97.0;972.0;1.7;140
2020-10-01 03:00:00;30030;9.17;48.78;19.84;15.07;0.0;9.4;97.0;971.5;2.2;150
2020-10-01 04:00:00;30030;9.17;48.78;23.81;17.36;0.0;9.4;96.0;971.0;2.0;150
2020-10-01 05:00:00;30030;9.17;48.78;28.08;18.83;0.0;9.2;96.0;970.5;2.8;150
2020-10-01 06:00:00;30030;9.17;48.78;24.75;17.06;0.0;9.1;97.0;970.0;3.0;150
2020-10-01 07:00:00;30030;9.17;48.78;20.53;15.26;0.0;10.8;92.0;970.0;2.9;150
2020-10-01 08:00:00;30030;9.17;48.78;17.06;12.57;0.0;11.8;86.0;969.0;3.2;140
2020-10-01 09:00:00;30030;9.17;48.78;13.04;8.78;0.0;13.9;79.0;969.0;3.6;140
2020-10-01 10:00:00;30030;9.17;48.78;9.445;6.41;0.0;16.6;71.0;968.5;3.7;140
2020-10-01 11:00:00;30030;9.17;48.78;8.04;5.887;0.0;17.3;63.0;968.5;3.8;170
2020-10-01 12:00:00;30030;9.17;48.78;10.62;5.855;0.0;18.1;58.0;967.5;3.7;180
2020-10-01 13:00:00;30030;9.17;48.78;8.125;5.38;0.0;18.0;59.0;967.5;3.0;190
2020-10-01 14:00:00;30030;9.17;48.78;8.53;4.684;0.0;18.4;62.0;967.0;2.8;170
2020-10-01 15:00:00;30030;9.17;48.78;7.87;4.82;0.0;17.7;67.0;967.0;2.0;200
2020-10-01 16:00:00;30030;9.17;48.78;5.645;3.81;0.1;16.6;67.0;967.0;2.6;230
2020-10-01 17:00:00;30030;9.17;48.78;4.633;3.428;0.0;15.5;74.0;967.5;2.8;240
2020-10-01 18:00:00;30030;9.17;48.78;3.557;2.81;0.0;15.2;73.0;967.5;1.6;210
2020-10-01 19:00:00;30030;9.17;48.78;3.475;2.512;0.0;14.7;74.0;967.5;1.7;210
2020-10-01 20:00:00;30030;9.17;48.78;3.018;2.092;0.0;14.0;74.0;967.5;1.7;210
2020-10-01 21:00:00;30030;9.17;48.78;2.824;2.127;0.0;13.4;77.0;967.5;2.3;180
2020-10-01 22:00:00;30030;9.17;48.78;2.51;1.984;0.0;12.8;79.0;967.0;1.6;160
2020-10-01 23:00:00;30030;9.17;48.78;2.688;1.937;0.0;12.1;83.0;966.0;2.9;170
2020-10-02 00:00:00;30030;9.17;48.78;3.234;2.174;0.0;12.3;83.0;965.0;3.5;160
2020-10-02 01:00:00;30030;9.17;48.78;2.85;2.053;0.0;12.1;85.0;964.5;2.0;130
2020-10-02 02:00:00;30030;9.17;48.78;3.807;2.285;0.0;11.6;88.0;963.5;1.9;130
2020-10-02 03:00:00;30030;9.17;48.78;4.64;2.566;0.0;11.2;89.0;962.5;1.1;110
2020-10-02 04:00:00;30030;9.17;48.78;4.684;2.986;0.0;11.4;89.0;962.0;1.3;130
2020-10-02 05:00:00;30030;9.17;48.78;9.68;4.777;0.0;11.2;90.0;961.0;1.0;120
2020-10-02 06:00:00;30030;9.17;48.78;9.96;5.312;0.0;11.4;89.0;960.5;1.2;140
2020-10-02 07:00:00;30030;9.17;48.78;10.57;6.62;0.0;12.5;88.0;960.0;1.3;60
2020-10-02 08:00:00;30030;9.17;48.78;9.336;5.12;0.0;13.5;82.0;959.0;2.6;100
2020-10-02 09:00:00;30030;9.17;48.78;7.918;4.195;0.0;15.0;71.0;958.0;4.6;110
2020-10-02 10:00:00;30030;9.17;48.78;8.59;5.383;0.0;18.2;61.0;956.5;5.9;100
2020-10-02 11:00:00;30030;9.17;48.78;8.09;5.67;0.0;19.0;57.0;955.5;5.3;110
2020-10-02 12:00:00;30030;9.17;48.78;8.9;5.527;0.0;19.9;54.0;954.5;4.8;110
2020-10-02 13:00:00;30030;9.17;48.78;8.125;5.348;0.0;19.2;58.0;954.0;5.4;110
2020-10-02 14:00:00;30030;9.17;48.78;8.25;5.28;0.0;18.5;58.0;953.0;6.5;110
2020-10-02 15:00:00;30030;9.17;48.78;9.055;5.277;0.0;18.1;62.0;952.5;5.8;110
2020-10-02 16:00:00;30030;9.17;48.78;9.336;5.35;0.0;17.7;64.0;952.0;5.5;100
2020-10-02 17:00:00;30030;9.17;48.78;7.83;5.4;0.0;17.1;66.0;952.0;4.8;100
2020-10-05 07:00:00;30030;9.17;48.78;3.654;1.477;0.0;11.4;73.0;968.5;3.6;180
2020-10-05 08:00:00;30030;9.17;48.78;2.98;1.405;0.0;11.9;67.0;968.5;3.7;190
2020-10-05 09:00:00;30030;9.17;48.78;2.951;1.467;0.0;12.0;65.0;969.0;4.0;190
2020-10-05 10:00:00;30030;9.17;48.78;2.227;1.15;0.0;12.7;63.0;969.0;3.1;200
2020-10-05 11:00:00;30030;9.17;48.78;2.17;0.9365;0.0;14.0;56.0;969.0;3.8;220
2020-10-05 12:00:00;30030;9.17;48.78;2.393;1.023;0.0;14.3;53.0;968.5;4.9;240
2020-10-05 13:00:00;30030;9.17;48.78;3.684;1.246;0.0;14.5;52.0;969.0;5.0;230
2020-10-05 14:00:00;30030;9.17;48.78;3.02;1.094;0.0;14.2;51.0;969.0;5.4;230
2020-10-05 15:00:00;30030;9.17;48.78;1.683;0.984;0.0;13.8;54.0;969.5;5.1;230
2020-10-05 16:00:00;30030;9.17;48.78;1.927;1.066;0.0;13.0;61.0;970.0;4.3;230
2020-10-05 17:00:00;30030;9.17;48.78;1.759;1.151;0.0;12.5;65.0;970.0;4.5;220
2020-10-05 18:00:00;30030;9.17;48.78;1.786;1.266;0.0;12.2;67.0;970.5;4.4;210
2020-10-05 19:00:00;30030;9.17;48.78;1.943;1.463;0.4;10.9;80.0;970.5;4.0;210
2020-10-05 20:00:00;30030;9.17;48.78;2.06;1.504;0.0;10.6;79.0;971.0;3.6;190
2020-10-05 21:00:00;30030;9.17;48.78;2.04;1.14;0.0;10.5;79.0;971.0;2.9;190
2020-10-05 22:00:00;30030;9.17;48.78;1.261;1.005;0.0;11.4;75.0;971.0;3.6;190
2020-10-05 23:00:00;30030;9.17;48.78;1.478;0.9053;0.0;11.5;74.0;970.5;4.2;190
2020-10-06 00:00:00;30030;9.17;48.78;1.362;0.9185;0.5;10.7;81.0;970.5;4.9;190
2020-10-06 01:00:00;30030;9.17;48.78;1.484;0.8315;0.6;10.5;86.0;970.5;5.1;190
2020-10-06 02:00:00;30030;9.17;48.78;1.668;0.821;0.0;11.2;82.0;970.5;4.6;200
2020-10-06 03:00:00;30030;9.17;48.78;2.19;1.024;0.0;11.5;82.0;971.0;4.0;220
2020-10-06 04:00:00;30030;9.17;48.78;5.41;1.773;0.0;11.5;81.0;971.5;3.3;220
2020-10-06 05:00:00;30030;9.17;48.78;7.617;2.281;0.0;11.6;77.0;971.5;3.0;210
2020-10-06 06:00:00;30030;9.17;48.78;6.86;2.164;0.0;11.4;76.0;971.5;3.8;200
2020-10-06 07:00:00;30030;9.17;48.78;7.273;2.297;0.0;11.8;71.0;971.5;3.4;190
2020-10-06 08:00:00;30030;9.17;48.78;6.035;2.035;0.0;12.8;65.0;971.0;3.1;180
2020-10-06 09:00:00;30030;9.17;48.78;7.117;2.285;0.0;13.4;63.0;971.0;3.4;190
2020-10-06 10:00:00;30030;9.17;48.78;5.883;2.207;0.0;13.0;64.0;970.5;4.2;190
2020-10-06 11:00:00;30030;9.17;48.78;4.02;1.752;0.1;12.3;73.0;970.5;3.1;180
2020-10-06 12:00:00;30030;9.17;48.78;3.611;1.615;0.0;13.9;67.0;970.0;3.7;190
2020-10-06 13:00:00;30030;9.17;48.78;3.115;1.387;0.0;15.5;66.0;969.5;5.4;200
2020-10-06 14:00:00;30030;9.17;48.78;2.646;1.376;0.0;14.9;67.0;968.5;4.0;200
2020-10-06 15:00:00;30030;9.17;48.78;3.268;1.555;0.8;13.8;74.0;968.5;4.0;200
2020-10-06 16:00:00;30030;9.17;48.78;3.123;1.858;0.0;13.8;67.0;968.5;3.6;220
2020-10-06 17:00:00;30030;9.17;48.78;5.375;3.086;0.0;13.1;67.0;969.0;3.4;230
2020-10-06 18:00:00;30030;9.17;48.78;5.89;2.936;0.0;12.7;68.0;969.0;2.7;230
2020-10-06 19:00:00;30030;9.17;48.78;6.746;2.77;0.0;12.8;67.0;969.0;3.0;190
2020-10-06 20:00:00;30030;9.17;48.78;6.184;2.467;0.0;12.1;74.0;969.5;3.2;180
2020-10-06 21:00:00;30030;9.17;48.78;4.582;2.162;0.0;11.7;80.0;970.0;3.2;210
2020-10-06 22:00:00;30030;9.17;48.78;3.79;1.9;0.0;11.5;77.0;971.0;2.6;210
2020-10-06 23:00:00;30030;9.17;48.78;2.846;1.416;0.0;11.4;76.0;971.0;2.5;210
2020-10-07 00:00:00;30030;9.17;48.78;2.383;1.28;0.0;11.0;77.0;971.5;2.5;220
2020-10-07 01:00:00;30030;9.17;48.78;3.27;1.36;0.0;11.0;75.0;972.0;2.9;220
2020-10-07 02:00:00;30030;9.17;48.78;3.053;1.327;0.0;10.3;78.0;972.0;2.6;210
2020-10-07 03:00:00;30030;9.17;48.78;3.463;1.412;0.0;10.0;80.0;972.0;2.8;210
