timestamp;sensor_id;lon;lat;P1;P2;precipitation;temperature;humidity;pressure;wind_speed;wind_deg
2020-10-06 00:00:00;14356;9.164;48.75;0.601;0.1967;0.5;10.7;81.0;970.5;4.9;190
2020-10-06 01:00:00;14356;9.164;48.75;0.2952;0.1667;0.6;10.5;86.0;970.5;5.1;190
2020-10-06 02:00:00;14356;9.164;48.75;0.4253;0.1564;0.0;11.2;82.0;970.5;4.6;200
2020-10-06 03:00:00;14356;9.164;48.75;0.815;0.2637;0.0;11.5;82.0;971.0;4.0;220
2020-10-06 04:00:00;14356;9.164;48.75;2.395;0.6304;0.0;11.5;81.0;971.5;3.3;220
2020-10-06 05:00:00;14356;9.164;48.75;3.041;0.8594;0.0;11.6;77.0;971.5;3.0;210
2020-10-06 06:00:00;14356;9.164;48.75;2.713;0.883;0.0;11.4;76.0;971.5;3.8;200
2020-10-06 07:00:00;14356;9.164;48.75;2.48;0.802;0.0;11.8;71.0;971.5;3.4;190
2020-10-06 08:00:00;14356;9.164;48.75;2.256;0.744;0.0;12.8;65.0;971.0;3.1;180
2020-10-06 09:00:00;14356;9.164;48.75;2.83;0.779;0.0;13.4;63.0;971.0;3.4;190
2020-10-06 10:00:00;14356;9.164;48.75;2.486;0.8945;0.0;13.0;64.0;970.5;4.2;190
2020-10-06 11:00:00;14356;9.164;48.75;2.037;0.874;0.1;12.3;73.0;970.5;3.1;180
2020-10-06 12:00:00;14356;9.164;48.75;1.551;0.71;0.0;13.9;67.0;970.0;3.7;190
2020-10-06 13:00:00;14356;9.164;48.75;1.009;0.5317;0.0;15.5;66.0;969.5;5.4;200
2020-10-06 14:00:00;14356;9.164;48.75;1.376;0.6494;0.0;14.9;67.0;968.5;4.0;200
2020-10-06 15:00:00;14356;9.164;48.75;1.804;0.7437;0.8;13.8;74.0;968.5;4.0;200
2020-10-06 16:00:00;14356;9.164;48.75;1.79;0.8403;0.0;13.8;67.0;968.5;3.6;220
2020-10-06 17:00:00;14356;9.164;48.75;2.918;1.422;0.0;13.1;67.0;969.0;3.4;230
2020-10-06 18:00:00;14356;9.164;48.75;3.822;1.875;0.0;12.7;68.0;969.0;2.7;230
2020-10-06 19:00:00;14356;9.164;48.75;3.516;1.675;0.0;12.8;67.0;969.0;3.0;190
2020-10-06 20:00:00;14356;9.164;48.75;3.31;1.505;0.0;12.1;74.0;969.5;3.2;180
2020-10-06 21:00:00;14356;9.164;48.75;2.742;1.291;0.0;11.7;80.0;970.0;3.2;210
2020-10-06 22:00:00;14356;9.164;48.75;2.057;0.7935;0.0;11.5;77.0;971.0;2.6;210
2020-10-06 23:00:00;14356;9.164;48.75;1.538;0.4966;0.0;11.4;76.0;971.0;2.5;210
2020-10-07 00:00:00;14356;9.164;48.75;0.9517;0.3284;0.0;11.0;77.0;971.5;2.5;220
2020-10-07 01:00:00;14356;9.164;48.75;0.49;0.247;0.0;11.0;75.0;972.0;2.9;220
2020-10-07 02:00:00;14356;9.164;48.75;1.195;0.3396;0.0;10.3;78.0;972.0;2.6;210
