sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
28589;SDS011;15788;48.794;9.190;2020-11-03T00:00:10;3.08;;;1.60;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:02:35;1.95;;;1.33;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:05:23;1.70;;;1.40;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:08:01;3.35;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:10:29;1.90;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:12:54;1.40;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:15:19;2.08;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:17:45;1.80;;;1.35;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:20:13;8.32;;;1.42;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:22:39;2.30;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:25:13;3.10;;;1.60;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:27:39;2.95;;;1.63;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:30:04;3.58;;;1.58;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:32:33;3.75;;;1.63;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:35:04;2.92;;;1.70;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:37:29;4.18;;;1.83;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:39:57;3.28;;;1.60;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:42:22;4.38;;;2.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:44:48;5.13;;;2.00;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:47:13;4.00;;;2.15;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:49:38;3.90;;;1.90;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:52:04;5.15;;;2.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:54:29;6.47;;;2.22;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:56:54;5.63;;;2.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T00:59:20;4.63;;;2.08;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:01:45;4.10;;;1.80;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:04:10;2.20;;;1.52;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:06:36;3.10;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:09:01;2.15;;;1.40;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:11:26;3.42;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:13:52;3.13;;;1.40;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:16:17;1.90;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:18:43;5.05;;;1.20;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:21:08;2.65;;;0.90;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:23:36;1.73;;;0.80;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:26:02;5.22;;;0.73;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:28:28;2.45;;;0.60;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:30:54;1.65;;;0.70;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:33:19;3.92;;;0.85;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:35:44;2.30;;;0.77;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:38:10;2.53;;;0.88;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:40:35;5.13;;;1.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:43:01;4.78;;;1.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:45:26;7.10;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:47:51;7.28;;;1.13;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:50:17;4.70;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:52:42;4.93;;;1.17;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:55:07;6.63;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:57:33;6.13;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T01:59:58;5.70;;;1.13;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:02:23;5.15;;;1.27;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:04:49;6.32;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:07:14;4.18;;;1.00;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:09:39;5.70;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:12:08;5.45;;;1.20;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:14:34;4.63;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:16:59;9.77;;;1.70;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:19:24;4.68;;;1.55;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:21:50;6.65;;;1.42;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:24:15;7.93;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:26:40;8.98;;;1.23;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:29:06;6.72;;;1.65;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:31:31;4.80;;;1.10;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:33:56;7.25;;;1.58;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:36:22;4.60;;;1.63;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:38:48;4.60;;;1.30;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:41:13;4.50;;;1.27;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:43:38;5.32;;;1.25;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:46:04;7.47;;;1.42;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:48:29;8.50;;;2.03;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:50:54;5.68;;;1.42;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:53:19;3.10;;;1.23;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:55:45;7.80;;;1.38;;
28589;SDS011;15788;48.794;9.190;2020-11-03T02:58:10;4.45;;;1.00;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:00:35;4.75;;;1.27;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:03:01;4.75;;;1.13;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:05:26;5.05;;;1.52;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:07:51;6.97;;;1.40;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:10:17;6.93;;;1.50;;
28589;SDS011;15788;48.794;9.190;2020-11-03T03:12:42;6.95;;;1.48;;
